Title,Content,Combined_Text,Cluster_Labels,topic,sentiment_score,sentiment_category
Ahmedabad Metro Phase 2 Reaches Milestone With Launch of Sabarmati River Bridge Segment,sabarmati bridge key feature package c consists span total segment construction commencing launch u girder december afcons infrastructure dedicated team achieved impressive placement structural element showcasing remarkable progress construction process,Ahmedabad Metro Phase 2 Reaches Milestone With Launch of Sabarmati River Bridge Segment sabarmati bridge key feature package c consists span total segment construction commencing launch u girder december afcons infrastructure dedicated team achieved impressive placement structural element showcasing remarkable progress construction process,3,Business,0.9169,Positive
"Pune: Long Queues Seen At Petrol Pumps Amid Drivers' Strike, Association Assures Undisrupted Supply",trucker protesting new hit run law bharatiya nyay sanhita bns replaced colonial era indian penal code per new law driver cause serious road accident negligent driving run away without informing police official administration face punishment year fine r lakh,"Pune: Long Queues Seen At Petrol Pumps Amid Drivers' Strike, Association Assures Undisrupted Supply trucker protesting new hit run law bharatiya nyay sanhita bns replaced colonial era indian penal code per new law driver cause serious road accident negligent driving run away without informing police official administration face punishment year fine r lakh",2,Politics,-0.7783,Negative
Pune Airport Traffic Likely to Hit All-Time High of 9 Million Flyers Per Year By March 2024,passenger traffic achieved new milestone anticipated reach time high end fiscal year march estimated million passenger per year,Pune Airport Traffic Likely to Hit All-Time High of 9 Million Flyers Per Year By March 2024 passenger traffic achieved new milestone anticipated reach time high end fiscal year march estimated million passenger per year,3,Business,0.0258,Positive
"New Year Celebrations in Pune: Traffic Advisory Issued, Road Closures & Alternate Routes Announced",pune police issue traffic advisory ahead new year celebration road closure announced near dagdusheth ganpati temple jan st morning alternate route available shivaji rd swargate g barve pmc abc budhwar jijamata daruwala bridge ganesh rd jijamata check road closure,"New Year Celebrations in Pune: Traffic Advisory Issued, Road Closures & Alternate Routes Announced pune police issue traffic advisory ahead new year celebration road closure announced near dagdusheth ganpati temple jan st morning alternate route available shivaji rd swargate g barve pmc abc budhwar jijamata daruwala bridge ganesh rd jijamata check road closure",1,Cultural,0.0,Neutral
Pune Traffic Advisory Issued For Bhima Koregaon Anniversary; Check Routes Diversion,police inspector pravin project coordinator stated traffic arrangement made bhima koregaon anniversary celebration allowing follower reach destination directly per arrangement order issued sp,Pune Traffic Advisory Issued For Bhima Koregaon Anniversary; Check Routes Diversion police inspector pravin project coordinator stated traffic arrangement made bhima koregaon anniversary celebration allowing follower reach destination directly per arrangement order issued sp,1,Cultural,0.0258,Positive
"Jr NTR Returns From Japan Vacation, Expresses Shock Over Multiple Earthquakes",jr ntr took social medium account share comment recent earthquake japan actor recently returned vacation country,"Jr NTR Returns From Japan Vacation, Expresses Shock Over Multiple Earthquakes jr ntr took social medium account share comment recent earthquake japan actor recently returned vacation country",3,Business,-0.1027,Negative
"Karan Johar Calls Ranbir Kapoor's Animal Best Film Of 2023, Hails Sandeep Reddy Vanga's Conviction",karan johar recently declared animal best film praising sandeep reddy vanga distinctive narrative style kjo commended film conviction based storytelling breaking mainstream cinema norm,"Karan Johar Calls Ranbir Kapoor's Animal Best Film Of 2023, Hails Sandeep Reddy Vanga's Conviction karan johar recently declared animal best film praising sandeep reddy vanga distinctive narrative style kjo commended film conviction based storytelling breaking mainstream cinema norm",1,Cultural,0.9413,Positive
Anurag Dobhal's Team Reacts To His Sudden Bigg Boss 17 Eviction: 'Jab Voting Se Nahi Hara Paaye...',january episode bigg bos anurag dobhal faced sudden eviction team strongly reacted,Anurag Dobhal's Team Reacts To His Sudden Bigg Boss 17 Eviction: 'Jab Voting Se Nahi Hara Paaye...' january episode bigg bos anurag dobhal faced sudden eviction team strongly reacted,1,Cultural,-0.5994,Negative
Chinmayi Sripaada Takes Dig At Kamal Haasan For Attending Me Too Accused Vairamuthu's Book Launch Event,singer dubbing artist chinmayi sripaada called kamal haasan supporting vairamuthu accused named several woman movement,Chinmayi Sripaada Takes Dig At Kamal Haasan For Attending Me Too Accused Vairamuthu's Book Launch Event singer dubbing artist chinmayi sripaada called kamal haasan supporting vairamuthu accused named several woman movement,1,Cultural,-0.128,Negative
"Bigg Boss 17 Week 12 Nominations: Munawar Faruqui, Samarth Jurel And Four Others Get Nominated",week bigg bos munawar faruqui samarth jurel among six contestant nominated eviction read know name rest contestant,"Bigg Boss 17 Week 12 Nominations: Munawar Faruqui, Samarth Jurel And Four Others Get Nominated week bigg bos munawar faruqui samarth jurel among six contestant nominated eviction read know name rest contestant",1,Cultural,-0.4588,Negative
"Dunki Box Office Collection Day 12: Shah Rukh Khan, Taapsee Pannu Film Closing In On Rs 200 Crore",shah rukh khan film dunki featuring taapsee pannu vikram kochhar anil grover premiered december facing significant box office competition prashanth neel salaar following day despite reaching success srk pathaan jawan dunki sustained momentum nearing r crore milestone,"Dunki Box Office Collection Day 12: Shah Rukh Khan, Taapsee Pannu Film Closing In On Rs 200 Crore shah rukh khan film dunki featuring taapsee pannu vikram kochhar anil grover premiered december facing significant box office competition prashanth neel salaar following day despite reaching success srk pathaan jawan dunki sustained momentum nearing r crore milestone",1,Cultural,-0.4195,Negative
Salaar Box Office Collection Day 11: Prabhas' Film Continues To Shine In The New Year,starring prabhas lead salaar directed prashanth neel also featured prithviraj lead role film day box office read find,Salaar Box Office Collection Day 11: Prabhas' Film Continues To Shine In The New Year starring prabhas lead salaar directed prashanth neel also featured prithviraj lead role film day box office read find,1,Cultural,0.0,Neutral
Bigg Boss 17: THIS Is How Ankita Lokhande Reacted To Sushant Singh Rajput's Dead Body Picture,latest episode bigg bos ankita lokhande revealed first reaction saw picture ex boyfriend sushant singh rajput dead body read full story know,Bigg Boss 17: THIS Is How Ankita Lokhande Reacted To Sushant Singh Rajput's Dead Body Picture latest episode bigg bos ankita lokhande revealed first reaction saw picture ex boyfriend sushant singh rajput dead body read full story know,1,Cultural,-0.8625,Negative
Exclusive! Trade Talk: Is Dunki Star Shah Rukh Khan Reuniting With Karan Johar After Almost 14 Years? Deets Inside,shah rukh khan last seen dunki alongside taapsee pannu vicky kaushal source told zoom srk set work kuch kuch hota hai director karan johar worked last name khan released february,Exclusive! Trade Talk: Is Dunki Star Shah Rukh Khan Reuniting With Karan Johar After Almost 14 Years? Deets Inside shah rukh khan last seen dunki alongside taapsee pannu vicky kaushal source told zoom srk set work kuch kuch hota hai director karan johar worked last name khan released february,1,Cultural,0.2003,Positive
BB 15 Lovebirds Tejasswi Prakash-Karan Kundrra Look Lost In Love As They Ring In 2024 Together,tejasswi prakash karan kundrra celebrated new year together taking romantic road trip bigg bos couple fun evening friend,BB 15 Lovebirds Tejasswi Prakash-Karan Kundrra Look Lost In Love As They Ring In 2024 Together tejasswi prakash karan kundrra celebrated new year together taking romantic road trip bigg bos couple fun evening friend,1,Cultural,0.9413,Positive
"Animal Box Office Collection Day 32: Ranbir Kapoor Film Refuses To Slow Down, Stays Above Rs 1 Crore On New Year's Day",animal ranbir kapoor starrer animal simply phenomenal box office month release sandeep reddy vanga directorial continues pull audience theatre,"Animal Box Office Collection Day 32: Ranbir Kapoor Film Refuses To Slow Down, Stays Above Rs 1 Crore On New Year's Day animal ranbir kapoor starrer animal simply phenomenal box office month release sandeep reddy vanga directorial continues pull audience theatre",1,Cultural,0.0,Neutral
Blackpink's Lisa Enjoys Cute Dinner Date With (G)I-DLE's Minnie As She Welcomes New Year 2024. WATCH,new year clocked blackpink lisa stepped dinner date bestie g dle minnie take look clip click right,Blackpink's Lisa Enjoys Cute Dinner Date With (G)I-DLE's Minnie As She Welcomes New Year 2024. WATCH new year clocked blackpink lisa stepped dinner date bestie g dle minnie take look clip click right,4,Entertainment,0.8402,Positive
Gadar 2 Actor Rakesh Bedi Duped Of Rs 75K By Fraudster Posing As Army Officer Over Phone,veteran actor rakesh bedi recently duped whopping r fraudster posing army personnel read know,Gadar 2 Actor Rakesh Bedi Duped Of Rs 75K By Fraudster Posing As Army Officer Over Phone veteran actor rakesh bedi recently duped whopping r fraudster posing army personnel read know,1,Cultural,-0.9118,Negative
"First Post Of 2024! Kajol Welcomes New Year With Wholesome Family Pics Ft. Hubby Ajay Devgn And Kids Nysa, Yug",kajol took instagram shared first post kajol seen posing alongside hubby ajay devgn kid nysa yug,"First Post Of 2024! Kajol Welcomes New Year With Wholesome Family Pics Ft. Hubby Ajay Devgn And Kids Nysa, Yug kajol took instagram shared first post kajol seen posing alongside hubby ajay devgn kid nysa yug",1,Cultural,0.6588,Positive
Katrina Kaif-Vicky Kaushal Cuddle By The Campfire As They Ring In New Year 2024. See Romantic PICS,bollywood beloved couple vicky kaushal katrina kaif rang new year simple campfire date take look pic right,Katrina Kaif-Vicky Kaushal Cuddle By The Campfire As They Ring In New Year 2024. See Romantic PICS bollywood beloved couple vicky kaushal katrina kaif rang new year simple campfire date take look pic right,1,Cultural,0.7184,Positive
"Shruti Haasan Is All Smiles As She Rings In 2024 With Beau Santanu Hazarika, Dad Kamal Haasan. See PICS",shruti haasan celebrated new year family well longtime beau santanu hazarika take look pic right,"Shruti Haasan Is All Smiles As She Rings In 2024 With Beau Santanu Hazarika, Dad Kamal Haasan. See PICS shruti haasan celebrated new year family well longtime beau santanu hazarika take look pic right",1,Cultural,0.836,Positive
Sonam Kapoor Opens Up About Hubby Anand Ahuja's Health Issues: No Doctor Could Diagnose...,sonam kapoor opened husband anand ahuja health issue posted recap video penned long note,Sonam Kapoor Opens Up About Hubby Anand Ahuja's Health Issues: No Doctor Could Diagnose... sonam kapoor opened husband anand ahuja health issue posted recap video penned long note,1,Cultural,-0.296,Negative
"Dharma's 2024 OTT Lineup Includes Call Me Bae, Ae Watan Mere Watan And Fabulous Lives of Bollywood Wives Season 3",dharmatic entertainment unveiling several new show feature one eagerly anticipated series showtime set bollywood feature actor emraan hashmi mouni roy,"Dharma's 2024 OTT Lineup Includes Call Me Bae, Ae Watan Mere Watan And Fabulous Lives of Bollywood Wives Season 3 dharmatic entertainment unveiling several new show feature one eagerly anticipated series showtime set bollywood feature actor emraan hashmi mouni roy",1,Cultural,0.8316,Positive
"Exclusive! Karan Johar, Aditya Chopra Vacationing In London With Families",long time friend karan johar aditya chopra prominent bollywood producer extended bond family celebrated christmas new year together london showcasing strong personal connection despite professional competition,"Exclusive! Karan Johar, Aditya Chopra Vacationing In London With Families long time friend karan johar aditya chopra prominent bollywood producer extended bond family celebrated christmas new year together london showcasing strong personal connection despite professional competition",4,Entertainment,0.923,Positive
Salaar Box Office Collection Day 10: Prabhas Starrer Crosses Rs 500 Crore Worldwide,salaar box office collection day directed prashanth neel telugu film salaar part ceasefire star prabhas prithiviraj sukumaran lead much film day,Salaar Box Office Collection Day 10: Prabhas Starrer Crosses Rs 500 Crore Worldwide salaar box office collection day directed prashanth neel telugu film salaar part ceasefire star prabhas prithiviraj sukumaran lead much film day,1,Cultural,0.0,Neutral
"Dunki Becomes SEVENTH Film To Cross $7 Million In North America, Third For SRK After Pathaan, Jawan",rajkumar hirani dunki featuring shah rukh khan amassed impressive million north american box office marking seventh film achieve milestone notably shah rukh khan attains hat trick figure u film also star taapsee pannu vikram kochhar arun grover feature special cameo vicky kaushal,"Dunki Becomes SEVENTH Film To Cross $7 Million In North America, Third For SRK After Pathaan, Jawan rajkumar hirani dunki featuring shah rukh khan amassed impressive million north american box office marking seventh film achieve milestone notably shah rukh khan attains hat trick figure u film also star taapsee pannu vikram kochhar arun grover feature special cameo vicky kaushal",1,Cultural,0.7003,Positive
Ram Kapoor Shares Major Throwback Pic With Bade Achhe Lagte Hain co-star Sakshi Tanwar,ram kapoor got nostalgic recently shared major throwback picture sakshi tanwar duo popularly known tv soap bade achhe lagte hain,Ram Kapoor Shares Major Throwback Pic With Bade Achhe Lagte Hain co-star Sakshi Tanwar ram kapoor got nostalgic recently shared major throwback picture sakshi tanwar duo popularly known tv soap bade achhe lagte hain,1,Cultural,0.7506,Positive
"Bigg Boss 15's Umar Riaz Shares Uber Cool Pics From Goa As He Celebrates Birthday, New Year",asim riaz brother umar riaz celebrated birthday new year january jetted goa shared picture vacation,"Bigg Boss 15's Umar Riaz Shares Uber Cool Pics From Goa As He Celebrates Birthday, New Year asim riaz brother umar riaz celebrated birthday new year january jetted goa shared picture vacation",1,Cultural,0.9273,Positive
"Dua Lipa Wraps Up 2023 in India, Expressing Gratitude and Feeling 'Beyond Lucky'",dua lipa express gratitude instagram ending india praising warmth people detailing enriching experience including traditional dance temple visit wildlife encounter,"Dua Lipa Wraps Up 2023 in India, Expressing Gratitude and Feeling 'Beyond Lucky' dua lipa express gratitude instagram ending india praising warmth people detailing enriching experience including traditional dance temple visit wildlife encounter",1,Cultural,0.9468,Positive
"British Actor Tom Wilkinson, George Clooney’s Co-Star in Michael Clayton, Dies At 75",british actor tom wilkinson renowned role full monty michael clayton died family announced sudden passing home leaving lasting legacy cinema,"British Actor Tom Wilkinson, George Clooney’s Co-Star in Michael Clayton, Dies At 75 british actor tom wilkinson renowned role full monty michael clayton died family announced sudden passing home leaving lasting legacy cinema",4,Entertainment,-0.5574,Negative
Singer Paula Abdul Files Lawsuit Against American Idol's Executive Producer Nigel Lythgoe Alleging Sexual Assault,paula abdul singer dancer filed lawsuit accusing american idol executive producer nigel lythgoe sexual assault suit claim lythgoe assaulted elevator early season,Singer Paula Abdul Files Lawsuit Against American Idol's Executive Producer Nigel Lythgoe Alleging Sexual Assault paula abdul singer dancer filed lawsuit accusing american idol executive producer nigel lythgoe sexual assault suit claim lythgoe assaulted elevator early season,1,Cultural,-0.9382,Negative
"Ahyeon's Return To BABYMONSTER Is Uncertain, Reveals YG Entertainment Founder Yang Hyun-Suk",yg entertainment finally shared update babymonster member ahyeon health possible return group read know,"Ahyeon's Return To BABYMONSTER Is Uncertain, Reveals YG Entertainment Founder Yang Hyun-Suk yg entertainment finally shared update babymonster member ahyeon health possible return group read know",4,Entertainment,0.7003,Positive
"Happy New Year ARMY! BTS' J-hope Hints At Upcoming Projects, Jin Challenges Fans To Do THIS In Sweet Notes",bts jin j hope sent heartfelt message fan welcomed new year take look sweet new year note right,"Happy New Year ARMY! BTS' J-hope Hints At Upcoming Projects, Jin Challenges Fans To Do THIS In Sweet Notes bts jin j hope sent heartfelt message fan welcomed new year take look sweet new year note right",4,Entertainment,0.9656,Positive
It's Blackpink Forever! Jisoo Reassures Fans After Members Part Ways With YG Entertainment For Solo Activities,day yg entertainment confirmed four member blackpink parted way label jisoo reassured fan girl group stay read,It's Blackpink Forever! Jisoo Reassures Fans After Members Part Ways With YG Entertainment For Solo Activities day yg entertainment confirmed four member blackpink parted way label jisoo reassured fan girl group stay read,4,Entertainment,0.908,Positive
"BTS' V Is Most Polite And Popular Platoon Leader Trainee, Claims Fellow Military Recruit",day pic bts v post enlistment surfaced online fellow recruit shared update beloved singer fan read know,"BTS' V Is Most Polite And Popular Platoon Leader Trainee, Claims Fellow Military Recruit day pic bts v post enlistment surfaced online fellow recruit shared update beloved singer fan read know",1,Cultural,0.8768,Positive
"Devara Teaser Update: Jr NTR Reveals 1st Glimpse To Be Drop On THIS Date, Drops New Poster",directed koratala siva maker jr ntr unveiled new poster devara shared date first glimpse read,"Devara Teaser Update: Jr NTR Reveals 1st Glimpse To Be Drop On THIS Date, Drops New Poster directed koratala siva maker jr ntr unveiled new poster devara shared date first glimpse read",1,Cultural,-0.1779,Negative
Rs 250 Crores! That's How Much Money Is Riding On Sankranti Releases in 2024,guntur kaaram naa saami ranga telugu film release sankranti huge finance pinning read know,Rs 250 Crores! That's How Much Money Is Riding On Sankranti Releases in 2024 guntur kaaram naa saami ranga telugu film release sankranti huge finance pinning read know,1,Cultural,0.3802,Positive
"Top South News: Hi Nanna Gets OTT Release Date, Vijay Starrer The Greatest Of All Time First Look OUT",first look thalapathy released hi nanna getting ott release date look top south news day,"Top South News: Hi Nanna Gets OTT Release Date, Vijay Starrer The Greatest Of All Time First Look OUT first look thalapathy released hi nanna getting ott release date look top south news day",4,Entertainment,0.7783,Positive
"PM Modi Lauds Indian Oscars Wins By RRR, Guneet Monga In Last Mann Ki Baat Episode Of 2023",wrapped achievement india prime minister narendra modi also hailed film industry historic win oscar telugu film rrr best original song naatu elephant whisperer best documentary short,"PM Modi Lauds Indian Oscars Wins By RRR, Guneet Monga In Last Mann Ki Baat Episode Of 2023 wrapped achievement india prime minister narendra modi also hailed film industry historic win oscar telugu film rrr best original song naatu elephant whisperer best documentary short",1,Cultural,0.9643,Positive
"Top South News: Samantha Celebrates New Year, Fahadh Faasil's Next Tamil Film Announced",see favourite celebrity samantha fahadh faasil prabhas naga chaitanya take look latest update favourite star today top south indian news,"Top South News: Samantha Celebrates New Year, Fahadh Faasil's Next Tamil Film Announced see favourite celebrity samantha fahadh faasil prabhas naga chaitanya take look latest update favourite star today top south indian news",4,Entertainment,0.743,Positive
The Greatest Of All Time New Poster OUT! Vijay Promises Double The Action In Thalapathy 68,positive response title first look poster greatest time maker released second look check right,The Greatest Of All Time New Poster OUT! Vijay Promises Double The Action In Thalapathy 68 positive response title first look poster greatest time maker released second look check right,4,Entertainment,0.9422,Positive
"Happy New Year 2024: Kamal Haasan, Mammootty, Allu Arjun And Other South Celebs Pour In Their Wishes",welcome new year south indian film star took social medium account wish fan follower kamal haasan allu arjun celebrity said,"Happy New Year 2024: Kamal Haasan, Mammootty, Allu Arjun And Other South Celebs Pour In Their Wishes welcome new year south indian film star took social medium account wish fan follower kamal haasan allu arjun celebrity said",1,Cultural,0.9062,Positive
Superstar Rajinikanth Spreads New Year 2024 Cheer As He Waves To Fans Outside Chennai Home. Fans Scream 'THALAIVA',happy new year yearly ritual rajinikanth stepped chennai home wish happy new year fan year filled wave joy love shared moment take look,Superstar Rajinikanth Spreads New Year 2024 Cheer As He Waves To Fans Outside Chennai Home. Fans Scream 'THALAIVA' happy new year yearly ritual rajinikanth stepped chennai home wish happy new year fan year filled wave joy love shared moment take look,4,Entertainment,0.9732,Positive
"EXCLUSIVE! Director Hemanth Rao On Sapta Sagaradaache Ello - Side A, Side B, Working With Rakshit Shetty And More",director hemanth rao captured numerous heart film sapta sagaradaache ello side side b exclusive interview expressed gratitude film critical commercial success read,"EXCLUSIVE! Director Hemanth Rao On Sapta Sagaradaache Ello - Side A, Side B, Working With Rakshit Shetty And More director hemanth rao captured numerous heart film sapta sagaradaache ello side side b exclusive interview expressed gratitude film critical commercial success read",4,Entertainment,0.8283,Positive
Rocking Star Yash’s Stunt Master In Masterpiece Jolly Bastian Dies At Age 57,stunt master jolly bastian renowned work south indian film including masterpiece yash passed away due massive heart attack bengaluru,Rocking Star Yash’s Stunt Master In Masterpiece Jolly Bastian Dies At Age 57 stunt master jolly bastian renowned work south indian film including masterpiece yash passed away due massive heart attack bengaluru,1,Cultural,0.9136,Positive
"Best Kannada Movies Of 2023: Toby, Bisilu Kudare, Daredevil Musthafa And More",toby ghost list best kannada film,"Best Kannada Movies Of 2023: Toby, Bisilu Kudare, Daredevil Musthafa And More toby ghost list best kannada film",1,Cultural,0.8085,Positive
"Hema Chaudhary Hospitalised After Suffering Brain Hemorrhage, Kannada Actress' Condition Critical: Reports",veteran kannada actress hema chaudhary reportedly admitted private hospital suffering brain hemorrhage read know,"Hema Chaudhary Hospitalised After Suffering Brain Hemorrhage, Kannada Actress' Condition Critical: Reports veteran kannada actress hema chaudhary reportedly admitted private hospital suffering brain hemorrhage read know",1,Cultural,-0.7964,Negative
"Kantara Chapter 1 Casting Call Goes Viral, Attracts 25,000 Enthusiastic Applicants",actor director rishab shetty team currently sorting applicant keen working kantara chapter,"Kantara Chapter 1 Casting Call Goes Viral, Attracts 25,000 Enthusiastic Applicants actor director rishab shetty team currently sorting applicant keen working kantara chapter",1,Cultural,0.8126,Positive
"Upcoming Malayalam Movies In January 2024: Raastha To Malaikottai Vaaliban, List Of Upcoming Releases",upcoming movie january new interesting film hit screen january,"Upcoming Malayalam Movies In January 2024: Raastha To Malaikottai Vaaliban, List Of Upcoming Releases upcoming movie january new interesting film hit screen january",4,Entertainment,0.4019,Positive
"Top Malayalam Films 2023: Neru, 2018, Kannur Squad And More",mohanlal neru mammootty kannur squad list malayalam film loved audience,"Top Malayalam Films 2023: Neru, 2018, Kannur Squad And More mohanlal neru mammootty kannur squad list malayalam film loved audience",1,Cultural,0.6908,Positive
"Top South News: Vishnu Manchu’s Kannappa Completes New Zealand Schedule, Priyamani Thanks Neru Crew",top news south indian entertainment vishnu manchu wrap kannappa new zealand shoot priyamani express gratitude neru trisha krishnan share excitement identity malayalam venture cinematic treat awaits fan,"Top South News: Vishnu Manchu’s Kannappa Completes New Zealand Schedule, Priyamani Thanks Neru Crew top news south indian entertainment vishnu manchu wrap kannappa new zealand shoot priyamani express gratitude neru trisha krishnan share excitement identity malayalam venture cinematic treat awaits fan",1,Cultural,0.9578,Positive
Dulquer Salmaan Drops Cute Wish For Wife Amaal On 12th Wedding Anniversary: Thank For Being My Calm,dulquer salmaan ringed th wedding anniversary wife amaal sharing special post social medium actor shared cute photo better half take look,Dulquer Salmaan Drops Cute Wish For Wife Amaal On 12th Wedding Anniversary: Thank For Being My Calm dulquer salmaan ringed th wedding anniversary wife amaal sharing special post social medium actor shared cute photo better half take look,4,Entertainment,0.9694,Positive
When Fahadh Faasil Said That Marrying Him Is The Biggest Risk For Birthday Girl Nazriya Nazim,nazriya nazim birthday look time husband said marrying big risk wife,When Fahadh Faasil Said That Marrying Him Is The Biggest Risk For Birthday Girl Nazriya Nazim nazriya nazim birthday look time husband said marrying big risk wife,4,Entertainment,-0.4939,Negative
​A Ranjith Cinema: A Failed Experiment With Truth,written directed nishanth sattu ranjith cinema released theatre december malayalam film starring asif ali saiju kurup streaming netflix,​A Ranjith Cinema: A Failed Experiment With Truth written directed nishanth sattu ranjith cinema released theatre december malayalam film starring asif ali saiju kurup streaming netflix,1,Cultural,-0.25,Negative
The Crown's Luther Ford Reveals Who Pushed Him To Audition For Prince Harry's Role,newcomer landed role prince harry final season british series even though think looked much like younger son princess diana,The Crown's Luther Ford Reveals Who Pushed Him To Audition For Prince Harry's Role newcomer landed role prince harry final season british series even though think looked much like younger son princess diana,4,Entertainment,0.3612,Positive
KWK New Promo OUT! Janhvi Kapoor Lets SLIP Shikhar Pahariya Is On Her Speed Dial List,last week koffee couch exuded old world charm legendary sharmila tagore son saif ali khan week promise dynamic episode featuring kapoor sister janhvi khushi tantalizing instagram promo appears daughter late icon sridevi filmmaker boney kapoor share delightful time answering karan johar intriguing question,KWK New Promo OUT! Janhvi Kapoor Lets SLIP Shikhar Pahariya Is On Her Speed Dial List last week koffee couch exuded old world charm legendary sharmila tagore son saif ali khan week promise dynamic episode featuring kapoor sister janhvi khushi tantalizing instagram promo appears daughter late icon sridevi filmmaker boney kapoor share delightful time answering karan johar intriguing question,1,Cultural,0.9168,Positive
Nick Mohammed Teases Return Of Ted Lasso: Waiting For 2024,beloved sport comedy ended earlier year however several rumour abound spin character might work,Nick Mohammed Teases Return Of Ted Lasso: Waiting For 2024 beloved sport comedy ended earlier year however several rumour abound spin character might work,4,Entertainment,0.5574,Positive
Budget 2024: What Is Bank Recapitalisation? All You Need To Know About Its Purpose and Process,budget bank recapitalisation program r crore introduced bolster capital reserve public sector bank facilitate increased credit flow economy initiative aim strengthen financial health bank promote economic growth ensuring sufficient capital budget head becomes important know bank recapitalization purpose process,Budget 2024: What Is Bank Recapitalisation? All You Need To Know About Its Purpose and Process budget bank recapitalisation program r crore introduced bolster capital reserve public sector bank facilitate increased credit flow economy initiative aim strengthen financial health bank promote economic growth ensuring sufficient capital budget head becomes important know bank recapitalization purpose process,3,Business,0.9201,Positive
Allcargo Logistics Bonus Shares: Stock Surges 12 pc -Know Record Date And Bonus Ratio,tuesday allcargo logistics limited share witnessed significant surge impressive increase point per cent compared previous day closing time filing share actively traded nse approximately r,Allcargo Logistics Bonus Shares: Stock Surges 12 pc -Know Record Date And Bonus Ratio tuesday allcargo logistics limited share witnessed significant surge impressive increase point per cent compared previous day closing time filing share actively traded nse approximately r,3,Business,0.9607,Positive
Budget: Decoding Tax-To-GDP Ratio And Unraveling Its Significance In India’s Economy,tax gdp ratio hold immense significance country economic health influencing various aspect understanding implication becomes crucial budgetary period time keenly observed expert policymakers becomes important know time explains comparative analysis,Budget: Decoding Tax-To-GDP Ratio And Unraveling Its Significance In India’s Economy tax gdp ratio hold immense significance country economic health influencing various aspect understanding implication becomes crucial budgetary period time keenly observed expert policymakers becomes important know time explains comparative analysis,3,Business,0.7184,Positive
Bollywood Star John Abraham Buys Bungalow In Mumbai's Khar - Know Price And Other Details,bollywood actor john abraham recently made significant real estate investment acquiring bungalow located linking road khar whopping r crore according time india report property identified nirmal bhavan previously owned pravin nathalal shah family,Bollywood Star John Abraham Buys Bungalow In Mumbai's Khar - Know Price And Other Details bollywood actor john abraham recently made significant real estate investment acquiring bungalow located linking road khar whopping r crore according time india report property identified nirmal bhavan previously owned pravin nathalal shah family,1,Cultural,0.2023,Positive
"Stock Market Today: Tata Steel, IRFC, Tata Motors, Concor In Focus",stock market today around tuesday gift nifty point per cent market monday closed green nifty made new high monday nse nifty bse sensex index ended first trading day green,"Stock Market Today: Tata Steel, IRFC, Tata Motors, Concor In Focus stock market today around tuesday gift nifty point per cent market monday closed green nifty made new high monday nse nifty bse sensex index ended first trading day green",3,Business,0.875,Positive
Hindustan Unilever Ltd Gets Rs 447.5 cr GST Demands And Penalties - Details,fmcg giant hindustan unilever ltd hul disclosed received good service tax gst demand penalty totaling r crore authority regulatory filing company revealed received five order different gst official friday saturday citing issue disallowance gst credit expatriate salary consideration,Hindustan Unilever Ltd Gets Rs 447.5 cr GST Demands And Penalties - Details fmcg giant hindustan unilever ltd hul disclosed received good service tax gst demand penalty totaling r crore authority regulatory filing company revealed received five order different gst official friday saturday citing issue disallowance gst credit expatriate salary consideration,3,Business,0.3182,Positive
Electoral Bonds Open for Subscription Tomorrow: When and Where to Buy?,electoral bond scheme government india announced issuance th tranche electoral bond bond provide alternative cash donation political party set go sale starting tuesday latest tranche electoral bond available purchase january january,Electoral Bonds Open for Subscription Tomorrow: When and Where to Buy? electoral bond scheme government india announced issuance th tranche electoral bond bond provide alternative cash donation political party set go sale starting tuesday latest tranche electoral bond available purchase january january,3,Business,0.4019,Positive
"Still Holding Withdrawn Currency? RBI Recommends 3 Ways to Submit Rs 2,000 Notes",r note exchange rbi despite withdrawal r bank note continue recognised legal tender still note rbi outlined multiple submission option,"Still Holding Withdrawn Currency? RBI Recommends 3 Ways to Submit Rs 2,000 Notes r note exchange rbi despite withdrawal r bank note continue recognised legal tender still note rbi outlined multiple submission option",3,Business,0.3239,Positive
Understanding Dividend Distribution Tax (DDT),new provision introduced finance act individual investor bear responsibility dividend tax payment,Understanding Dividend Distribution Tax (DDT) new provision introduced finance act individual investor bear responsibility dividend tax payment,3,Business,0.0,Neutral
Budget: What Is Four Balance Sheet Challenge? All You Need To Know,arvind subramanian economist josh felman identified four balance sheet challenge signaling critical condition india economy linked current twin balance sheet problem however finance minister nirmala sitharaman see twin balance sheet advantage contrary subramanian view present contrasting perspective india economic health time provides simple overview four balance sheet challenge,Budget: What Is Four Balance Sheet Challenge? All You Need To Know arvind subramanian economist josh felman identified four balance sheet challenge signaling critical condition india economy linked current twin balance sheet problem however finance minister nirmala sitharaman see twin balance sheet advantage contrary subramanian view present contrasting perspective india economic health time provides simple overview four balance sheet challenge,3,Business,-0.2732,Negative
Ola Electric Achieves Mega Milestone Ahead of IPO Launch,company also emerged first ever ev w manufacturer record lakh registration per vahan portal calendar year,Ola Electric Achieves Mega Milestone Ahead of IPO Launch company also emerged first ever ev w manufacturer record lakh registration per vahan portal calendar year,3,Business,0.0,Neutral
